,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:56:56,92504,,,0,,,,
11/01/2021 13:30:57,92515,,,0,,,,
11/01/2021 16:30:24,92504,89999,89999,1,,,,
13/01/2021 00:25:10,93219,88999,120000,3,102999,100000,247014000,15716
13/01/2021 00:54:32,93219,88999,120000,3,102999,100000,247014000,15716
13/01/2021 01:46:16,93219,88999,120000,3,102999,100000,247014000,15716
13/01/2021 20:39:10,93226,85000,100000,2,92500,92500,112500000,10606
13/01/2021 23:00:14,92858,85000,85000,1,,,,
14/01/2021 01:20:44,92858,85000,85000,1,,,,
14/01/2021 03:19:50,92858,85000,85000,1,,,,
14/01/2021 08:23:20,92858,85000,85000,1,,,,
