,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:58:21,208433,89000,9111111,44,404498,122222,1837825227768,1355664
11/01/2021 13:32:21,208433,89000,9111111,44,403946,122222,1838144374515,1355781
11/01/2021 16:31:45,248355,89000,19999999,41,689256,122222,9591880199632,3097076
13/01/2021 00:27:07,240476,75000,19999999,38,736710,110000,10349846919335,3217117
13/01/2021 00:56:30,240476,70000,19999999,38,736184,110000,10350556557407,3217228
13/01/2021 01:48:14,239712,75000,19999999,38,736710,110000,10349846919335,3217117
13/01/2021 20:41:17,236561,79999,19999999,32,875781,110000,12252700830679,3500385
13/01/2021 23:02:16,236561,79999,19999999,32,875781,110000,12252700830679,3500385
14/01/2021 01:22:46,236561,77777,19999999,31,872760,110000,12659020633933,3557951
14/01/2021 03:21:32,236016,77777,19999999,31,901308,110000,12639578109934,3555218
14/01/2021 08:25:13,236016,77777,19999999,31,901308,110000,12639578109934,3555218
