,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:02:58,2814464,2999999,12999012,17,5607681,4500000,8986436172270,2997738
11/01/2021 13:36:56,2816865,2899999,12999012,17,5581210,4500000,9125342841612,3020818
11/01/2021 16:36:15,2815815,2999999,12999012,17,6116446,4800000,10945915311778,3308461
13/01/2021 00:33:13,2821947,3199999,12999012,20,5781201,4472222,9948814051501,3154174
13/01/2021 01:02:36,2821947,3199999,12999012,20,5781201,4472222,9948814051501,3154174
13/01/2021 01:54:20,2821947,3199999,12999012,20,5781201,4472222,9948814051501,3154174
13/01/2021 20:47:22,2823643,2800000,12999012,20,5096856,4170555,7942907771444,2818316
13/01/2021 23:08:50,2825330,3500000,12999012,14,5938368,4749999,9044252480608,3007366
14/01/2021 01:29:02,2825330,2800000,12999012,20,5336806,4337221,8136219299612,2852405
14/01/2021 03:27:45,2825330,2800000,12999012,20,5336806,4337221,8136219299612,2852405
14/01/2021 08:31:31,2825330,2800000,12999012,20,5336806,4337221,8136219299612,2852405
14/01/2021 13:55:39,2825217,2999999,12999012,20,5310306,4277777,8197275946381,2863088
14/01/2021 20:44:07,2826001,2999999,12999012,20,5360206,4277777,8004372342539,2829199
15/01/2021 00:38:29,2825764,3100000,12999012,20,5815157,4472222,9788662410727,3128683
15/01/2021 05:46:13,2825764,3100000,12999012,20,5815157,4472222,9788662410727,3128683
