,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 03:28:23,4933,3699,3699,1,,,,
11/01/2021 15:56:58,4933,3699,3699,1,,,,
11/01/2021 18:57:30,4928,3699,3699,1,,,,
