,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:25:20,941,399,1000,11,633,500,58695,242
11/01/2021 13:58:44,941,399,900,11,612,500,48547,220
11/01/2021 16:58:04,941,399,900,11,612,500,48547,220
17/01/2021 01:09:14,918,284,285,4,284,285,0,0
17/01/2021 05:19:50,918,284,1000,16,513,374,77096,277
17/01/2021 09:06:59,916,284,1000,16,551,399,82019,286
17/01/2021 10:51:55,916,280,1000,17,535,399,81297,285
17/01/2021 12:28:32,916,280,1000,17,535,399,81297,285
17/01/2021 14:08:52,916,280,1000,17,535,399,81297,285
17/01/2021 15:37:39,916,280,1000,17,535,399,81297,285
17/01/2021 17:24:20,916,279,1000,17,532,399,83008,288
17/01/2021 17:56:36,913,279,1000,14,497,374,75256,274
18/01/2021 14:02:40,904,280,1000,11,550,399,76945,277
18/01/2021 16:33:45,904,280,1000,11,550,399,76945,277
18/01/2021 18:17:25,904,280,1000,11,550,399,76945,277
