,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:44:59,1516873,1950000,29999999,4,9462492,2949984,187725751066902,13701304
11/01/2021 14:17:37,1516873,1950000,29999999,5,8019993,2699969,151198321470189,12296272
11/01/2021 17:16:51,1520160,1950000,29999999,4,9462492,2949984,187725751066902,13701304
11/01/2021 17:16:55,1520160,1950000,29999999,4,9462492,2949984,187725751066902,13701304
17/01/2021 11:34:23,1565610,1800000,29999999,11,4695448,2000000,70529246955610,8398169
17/01/2021 13:12:24,1565610,1800000,29999999,11,4695448,2000000,70529246955610,8398169
17/01/2021 14:51:59,1567558,1800000,29999999,8,5581246,2000000,97432831042976,9870807
18/01/2021 14:41:40,1574056,1900000,29999999,8,5675574,2227316,96671072223219,9832144
18/01/2021 14:42:18,1574056,2154632,29999999,5,7910919,2399999,152517236611556,12349786
18/01/2021 17:12:19,1574056,1900000,29999999,8,5675574,2227316,96671072223219,9832144
