,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:49:26,40923,60000,100000,5,68000,60000,320000000,17888
11/01/2021 14:22:04,40923,60000,100000,5,68000,60000,320000000,17888
11/01/2021 17:21:33,40923,60000,100000,5,68000,60000,320000000,17888
