,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:38:16,37763,65000,65000,17,65000,65000,0,0
11/01/2021 14:10:50,37763,65000,65000,17,65000,65000,0,0
11/01/2021 17:10:14,37763,65000,65000,17,65000,65000,0,0
17/01/2021 01:41:14,-,65000,65000,8,65000,65000,0,0
17/01/2021 09:41:02,-,65000,65000,8,65000,65000,0,0
17/01/2021 11:25:26,39876,65000,65000,8,65000,65000,0,0
17/01/2021 13:03:19,39876,65000,65000,8,65000,65000,0,0
17/01/2021 14:42:39,39876,65000,65000,8,65000,65000,0,0
18/01/2021 14:33:44,39988,60000,65000,8,64375,65000,3125000,1767
18/01/2021 17:04:26,39988,50000,65000,14,61464,62500,20403373,4517
