,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:21:05,601687,950000,1500000,3,1250000,1300000,77500000000,278388
11/01/2021 13:54:28,601687,950000,1500000,3,1250000,1300000,77500000000,278388
11/01/2021 16:53:48,601687,950000,1500000,3,1250000,1300000,77500000000,278388
17/01/2021 05:14:26,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 09:00:52,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 10:45:45,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 12:22:35,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 14:03:14,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 15:31:53,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 17:18:22,601687,950000,1500000,5,1190000,1200000,50500000000,224722
17/01/2021 17:50:23,601687,950000,1500000,5,1190000,1200000,50500000000,224722
18/01/2021 13:57:52,601687,950000,1600000,8,1293750,1300000,56026785714,236699
18/01/2021 16:28:28,601687,950000,1600000,8,1293750,1300000,56026785714,236699
18/01/2021 18:12:19,601687,950000,1600000,8,1293750,1300000,56026785714,236699
