,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:01:22,2004588,3888888,3999998,8,3933082,3900000,3030897550,55053
11/01/2021 13:35:22,2004588,3888888,3999998,8,3919318,3894444,2472684766,49726
11/01/2021 16:34:42,2004588,3888888,3999998,8,3919318,3894444,2472684766,49726
13/01/2021 00:31:02,2024901,3198000,6999999,11,3943251,3888888,1139394984058,1067424
13/01/2021 01:00:26,2033260,3198000,6999999,11,3953352,3888888,1139309225319,1067384
13/01/2021 01:52:09,2033260,3198000,6999999,11,3953352,3888888,1139309225319,1067384
13/01/2021 20:45:23,2041581,3198000,6999999,8,3963638,3611110,1625965536336,1275133
13/01/2021 23:06:34,2041581,3000000,6999999,11,3805403,3333333,1269772350395,1126841
14/01/2021 01:27:00,2050832,2500000,6999999,8,3790027,3266666,1896754499936,1377227
14/01/2021 03:25:34,2050832,2500000,6999999,8,3678916,3199999,1970412235802,1403713
14/01/2021 08:29:19,2050832,2500000,6999999,8,3678916,3199999,1970412235802,1403713
