,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:06:47,7443,7000,20000,14,12000,13000,16615384,4076
11/01/2021 13:40:49,7443,5000,39999,17,12470,11000,67887632,8239
11/01/2021 16:40:09,7443,5000,39999,17,12470,11000,67887632,8239
13/01/2021 00:38:21,7443,4500,39999,23,11412,8000,60763964,7795
13/01/2021 01:07:50,7443,4000,39999,23,10717,8000,59403964,7707
13/01/2021 01:59:41,7443,3500,39999,23,10217,7499,60676464,7789
13/01/2021 20:52:47,7361,6999,46000,17,14558,11000,130057470,11404
13/01/2021 23:14:29,7361,6998,46000,20,13424,8500,117194008,10825
14/01/2021 01:34:29,7362,6998,46000,20,13399,8500,117517705,10840
14/01/2021 03:32:57,7362,6998,46000,22,14908,10000,139706121,11819
14/01/2021 08:36:43,7362,6998,46000,22,14908,10000,139706121,11819
