,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:31:44,80768,18000,250000,32,60655,25000,3920854211,62616
11/01/2021 14:04:59,80403,18000,250000,32,69718,25000,4801214617,69290
11/01/2021 17:04:20,80403,18000,250000,32,69718,25000,4801214617,69290
17/01/2021 01:17:26,76404,45000,99999,8,69249,74500,430211000,20741
17/01/2021 05:27:59,76404,45000,90000,8,65999,74000,286290285,16920
17/01/2021 09:15:31,76404,45000,120000,8,71749,74500,655934785,25611
17/01/2021 11:00:52,76404,45000,120000,8,71749,74500,655934785,25611
17/01/2021 12:37:14,76404,39999,120000,8,67374,61999,776566357,27866
17/01/2021 14:17:23,76404,39999,120000,8,67374,61999,776566357,27866
17/01/2021 15:46:25,76146,39999,120000,8,73624,74500,626563178,25031
17/01/2021 17:33:09,76146,39999,150000,8,82999,74500,1359155142,36866
17/01/2021 18:05:46,76146,39999,150000,11,91272,90000,1158828436,34041
18/01/2021 14:10:50,76042,30000,150000,8,94249,110000,1773086928,42108
18/01/2021 16:41:35,76042,30000,150000,8,94249,110000,1773086928,42108
18/01/2021 18:25:36,76042,30000,150000,8,94249,110000,1773086928,42108
