,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:08:30,113955,281232,370000,5,318246,300000,1546879688,39330
11/01/2021 13:42:29,113955,281232,370000,5,318246,300000,1546879688,39330
11/01/2021 16:41:49,113955,281232,370000,5,318246,300000,1546879688,39330
13/01/2021 00:40:29,113955,250000,370000,11,303748,300000,1399756778,37413
13/01/2021 01:09:58,113955,250000,370000,11,303748,300000,1399756778,37413
13/01/2021 02:01:48,113955,250000,370000,11,303748,300000,1399756778,37413
13/01/2021 20:54:45,115396,250000,370000,8,298904,300000,1120375442,33472
13/01/2021 23:16:27,115396,250000,370000,8,298904,300000,1120375442,33472
14/01/2021 01:36:31,115396,250000,300000,8,286404,290000,281918299,16790
14/01/2021 03:34:50,115396,250000,300000,8,286404,290000,281918299,16790
14/01/2021 08:38:32,115396,250000,300000,8,286404,290000,281918299,16790
14/01/2021 14:02:18,115396,250000,300000,8,286404,290000,281918299,16790
14/01/2021 20:51:06,115396,250000,300000,8,286404,290000,281918299,16790
15/01/2021 00:45:15,115396,200000,300000,8,264696,280000,1253556506,35405
15/01/2021 05:53:09,115396,200000,300000,8,264696,280000,1253556506,35405
