,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:16:49,60808,60000,60000,1,,,,
11/01/2021 13:50:10,60808,60000,60000,1,,,,
11/01/2021 16:49:28,60808,60000,60000,1,,,,
