,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
13/01/2021 00:46:13,399196,399999,399999,1,,,,
13/01/2021 00:46:39,399196,399999,399999,1,,,,
13/01/2021 01:15:58,399196,399999,399999,1,,,,
13/01/2021 02:08:14,399196,399999,399999,1,,,,
13/01/2021 23:22:28,399196,399999,399999,1,,,,
14/01/2021 01:42:48,399196,399999,399999,1,,,,
14/01/2021 01:42:59,399196,399999,399999,1,,,,
14/01/2021 03:40:39,399196,399999,399999,1,,,,
14/01/2021 03:40:49,399196,399999,399999,1,,,,
14/01/2021 08:44:26,399196,399999,399999,1,,,,
