,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:19:36,113924,105000,320000,38,209605,250000,3631597788,60262
11/01/2021 13:53:04,113924,100000,320000,38,206766,250000,3984560080,63123
11/01/2021 16:52:22,113924,100000,320000,38,206766,250000,3984560080,63123
17/01/2021 05:12:36,113805,89999,260000,26,150884,152500,1131151655,33632
17/01/2021 08:58:47,113805,89999,260000,26,150884,152500,1131151655,33632
17/01/2021 10:43:48,113698,105000,200000,23,147521,150000,525352189,22920
17/01/2021 12:20:32,113681,105000,200000,38,137710,130000,466481221,21598
17/01/2021 14:01:16,113681,105000,200000,38,137710,130000,466481221,21598
17/01/2021 15:29:49,113681,105000,200000,38,138894,135000,501015425,22383
17/01/2021 17:16:11,113681,105000,200000,38,138894,135000,501015425,22383
17/01/2021 17:48:11,113794,105000,200000,35,142228,145000,541475584,23269
18/01/2021 13:56:09,113971,104999,200000,32,143374,145000,571599274,23908
18/01/2021 16:26:37,113971,100000,200000,32,140874,143999,582566693,24136
18/01/2021 18:10:32,113886,100000,200000,32,140874,143999,582566693,24136
