,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:01:50,1222347,1890000,3300000,20,2418610,2499999,204063670289,451734
11/01/2021 13:35:50,1222347,1890000,3300000,20,2379166,2349999,204432789376,452142
11/01/2021 16:35:09,1222347,1890000,3300000,23,2396183,2499999,204836485260,452588
13/01/2021 00:31:39,1226723,1300000,3100000,20,2313666,2499999,374785984429,612197
13/01/2021 01:01:02,1226723,1300000,3100000,20,2313666,2499999,374785984429,612197
13/01/2021 01:52:46,1226723,1300000,3100000,20,2313666,2499999,374785984429,612197
13/01/2021 20:46:00,1230728,1300000,3100000,20,2441166,2788888,347295246937,589317
13/01/2021 23:07:14,1230728,1300000,3100000,20,2441166,2788888,347295246937,589317
14/01/2021 01:27:38,1230728,1300000,3100000,20,2441166,2788888,347295246937,589317
14/01/2021 03:26:11,1230728,1300000,3100000,20,2441166,2788888,347295246937,589317
14/01/2021 08:29:55,1231263,1199999,3100000,20,2353110,2644444,414856279628,644093
14/01/2021 13:54:16,1231263,1199999,3100000,20,2226166,2349999,420954958236,648810
14/01/2021 20:42:45,1231263,1199999,3100000,20,2226166,2349999,420954958236,648810
15/01/2021 00:37:08,1231263,1199999,3100000,20,2226166,2349999,420954958236,648810
15/01/2021 05:44:45,1231123,1299999,3100000,20,2305610,2499999,375555386143,612825
17/01/2021 02:16:01,1241316,1299999,3100000,17,1846862,1890000,313650248363,560044
17/01/2021 06:34:49,1241316,1299999,3100000,17,1846862,1890000,313650248363,560044
17/01/2021 10:18:14,1241316,1299999,3100000,17,1846862,1890000,313650248363,560044
18/01/2021 15:13:50,1242501,1299999,3100000,17,1965163,1900000,301436458818,549032
18/01/2021 17:42:54,1242501,1299999,3100000,17,1965163,1900000,301436458818,549032
