,average_sold_price,min_selling_price,per_1,per_10,per_100
11/01/2021 03:44:23,74,72,-,950,7221
11/01/2021 16:12:35,73,52,-,950,5222
11/01/2021 19:13:08,73,52,-,950,5222
17/01/2021 03:14:10,74,74,-,950,7499
