,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:00:03,260791,299999,790000,17,478822,299999,49311157500,222061
11/01/2021 13:34:03,261316,299999,790000,14,484999,299999,50073190000,223770
11/01/2021 16:33:25,261316,299999,790000,14,484999,299999,50073190000,223770
13/01/2021 00:29:19,262253,299999,790000,14,490713,339999,48253407143,219666
13/01/2021 00:58:43,262253,299999,790000,14,490713,339999,48253407143,219666
13/01/2021 01:50:28,262253,379999,790000,8,689999,749999,17457194286,132125
13/01/2021 20:43:42,262253,295000,790000,11,517727,450000,43556762818,208702
13/01/2021 23:04:48,262253,295000,790000,11,517727,450000,43556762818,208702
14/01/2021 01:25:16,262253,295000,790000,11,517727,450000,43556762818,208702
14/01/2021 03:23:53,262253,295000,790000,11,517727,450000,43556762818,208702
14/01/2021 08:27:36,262467,295000,790000,11,557726,650000,42876748363,207067
