,average_sold_price,min_selling_price,per_1,per_10,per_100
11/01/2021 02:58:37,181,169,-,1800,16900
11/01/2021 15:28:15,130,130,130,1999,13000
11/01/2021 18:28:22,177,130,130,1999,17499
13/01/2021 02:10:37,-,,,0,,,,
13/01/2021 02:11:31,-,,,0,,,,
13/01/2021 02:11:50,-,,,0,,,,
