,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:58:58,230885,300000,425000,20,366549,375000,1073745084,32768
11/01/2021 13:32:58,231195,299999,425000,23,353521,348999,1367908608,36985
11/01/2021 16:32:21,231195,299999,425000,23,350043,348999,1308143865,36168
13/01/2021 00:27:54,235346,340000,425000,14,373999,375000,637707692,25252
13/01/2021 00:57:19,235346,340000,425000,14,373999,375000,637707692,25252
13/01/2021 01:49:03,235346,340000,425000,14,373999,375000,637707692,25252
13/01/2021 20:42:06,235411,200000,425000,29,318137,340000,4446947739,66685
13/01/2021 23:03:07,235411,200000,425000,29,318137,340000,4446947739,66685
14/01/2021 01:23:34,235411,200000,425000,29,318137,340000,4446947739,66685
14/01/2021 03:22:18,235411,200000,425000,29,318137,340000,4446947739,66685
14/01/2021 08:26:00,235477,200000,425000,29,323309,348999,4492761221,67028
