,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:40:27,33220,12000,75555,35,28009,22000,231241032,15206
11/01/2021 14:12:57,33066,11000,75555,35,27638,21999,234900365,15326
11/01/2021 17:12:23,33066,11000,75555,35,27638,21999,234900365,15326
17/01/2021 01:43:13,31625,10000,50000,20,22689,20000,110701691,10521
17/01/2021 09:43:53,31625,8000,18000,11,11181,10000,7963636,2821
17/01/2021 11:28:22,31519,10000,50000,23,18425,18000,92775132,9631
17/01/2021 13:06:15,31422,10000,50000,23,19512,18999,100799143,10039
17/01/2021 14:45:33,31422,9500,35000,23,16656,18000,47691262,6905
18/01/2021 14:36:15,30600,9999,59799,14,22199,19499,215014246,14663
18/01/2021 17:07:01,30513,9999,59799,14,24985,19999,256456255,16014
