,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:26:36,2375,800,4999,38,2565,3350,2532221,1591
11/01/2021 14:00:05,2368,800,4999,35,2477,3300,2308771,1519
11/01/2021 16:59:24,2368,800,4000,35,2418,3300,2063179,1436
17/01/2021 01:11:02,2256,2399,3555,17,2987,2999,222866,472
17/01/2021 05:21:40,2256,2399,3555,14,2889,2749,214586,463
17/01/2021 09:08:59,2256,2399,3555,14,2889,2749,214586,463
17/01/2021 10:53:59,2256,2399,3555,14,2889,2749,214586,463
17/01/2021 12:30:30,2256,2399,3555,14,2889,2749,214586,463
17/01/2021 14:10:48,2256,2399,3555,14,2889,2749,214586,463
17/01/2021 15:39:31,2256,1998,3555,35,2360,2000,274812,524
17/01/2021 17:26:18,2256,1998,3555,35,2360,2000,274812,524
17/01/2021 17:58:39,2256,1998,3555,35,2360,2000,274812,524
18/01/2021 14:04:39,2255,1000,3555,35,2295,2000,298860,546
18/01/2021 16:35:38,2255,1000,3555,35,2295,2000,298860,546
18/01/2021 18:19:17,2255,1000,5000,35,2366,2000,507549,712
