,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:46:41,9168,999,10000,2,5499,5499,40509000,6364
11/01/2021 14:19:18,9168,999,10000,2,5499,5499,40509000,6364
11/01/2021 17:18:43,9168,999,10000,2,5499,5499,40509000,6364
