,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 02:00:30,41620,184999,300000,14,227182,205000,2342111207,48395
11/01/2021 14:32:40,41620,184999,300000,14,227182,205000,2342111207,48395
11/01/2021 17:32:22,41620,159000,300000,17,223444,205000,2800623251,52920
17/01/2021 02:03:34,42666,55000,300000,29,160275,119999,6032145209,77666
17/01/2021 10:04:04,42666,55000,300000,29,160275,119999,6032145209,77666
17/01/2021 11:52:13,42666,55000,300000,29,160275,119999,6032145209,77666
17/01/2021 13:27:09,42666,55000,300000,29,160275,119999,6032145209,77666
17/01/2021 15:09:22,42666,55000,300000,29,160275,119999,6032145209,77666
18/01/2021 15:02:36,42666,55000,300000,29,160275,119999,6032145209,77666
18/01/2021 17:31:43,42666,55000,300000,29,160275,119999,6032145209,77666
