,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:07:40,162746,120000,500000,14,287420,230000,28619961725,169174
11/01/2021 13:41:42,162599,120000,500000,14,287420,230000,28619961725,169174
11/01/2021 16:41:02,162599,120000,500000,14,287420,230000,28619961725,169174
13/01/2021 00:39:31,162981,120000,900000,11,384898,449999,59543992332,244016
13/01/2021 01:08:59,162981,120000,900000,11,384898,449999,59543992332,244016
13/01/2021 02:00:50,162981,120000,900000,11,384898,449999,59543992332,244016
13/01/2021 20:53:57,162472,120000,900000,8,429860,449999,59898525838,244741
13/01/2021 23:15:39,162472,120000,900000,8,429860,449999,59898525838,244741
14/01/2021 01:35:40,162472,120000,900000,8,429860,449999,59898525838,244741
14/01/2021 03:34:05,162472,120000,900000,8,429860,449999,59898525838,244741
14/01/2021 08:37:46,162472,120000,900000,8,454860,474999,66049353020,257000
