,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:23:42,296143,451236,451236,2,451236,451236,0,0
11/01/2021 13:57:07,296839,451236,451236,1,,,,
11/01/2021 16:56:31,296839,451236,451236,1,,,,
