,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:33:07,406739,399999,749222,26,556756,549999,4389042445,66249
11/01/2021 14:06:20,406739,399999,749222,29,557781,549999,5416318114,73595
11/01/2021 17:05:40,406739,399999,749222,29,557781,549999,5416318114,73595
17/01/2021 01:19:08,422023,374999,530000,20,441249,449999,4060221710,63719
17/01/2021 05:29:48,421924,374999,530000,20,441249,449999,4060221710,63719
17/01/2021 09:17:35,421924,374999,530000,20,441249,449999,4060221710,63719
17/01/2021 11:02:58,421826,374999,530000,20,447749,479999,4340756921,65884
17/01/2021 12:39:13,421826,374999,530000,20,447749,479999,4340756921,65884
17/01/2021 14:19:17,421826,374999,530000,20,447749,479999,4340756921,65884
17/01/2021 15:48:22,421826,374999,530000,20,447749,479999,4340756921,65884
17/01/2021 17:35:11,421818,374999,380000,8,375624,374999,3126250,1768
17/01/2021 18:07:49,421608,374999,530000,17,448822,479999,4351686397,65967
18/01/2021 14:12:32,421503,374999,530000,14,453570,479999,3986287692,63137
18/01/2021 16:43:19,421503,374999,530000,14,453570,479999,3986287692,63137
18/01/2021 18:27:23,421503,374998,479999,14,420356,377499,2874877362,53617
