,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:52:47,51408,25000,299999,38,84928,84500,4065584373,63761
11/01/2021 14:25:23,50489,28000,299999,26,109289,99999,3523839260,59361
11/01/2021 17:24:51,51195,27999,299999,28,97903,92500,3802723734,61666
17/01/2021 01:52:30,-,24999,269999,62,72683,41499,3721571623,61004
17/01/2021 09:57:17,56713,24850,269999,62,72882,41499,3727121325,61050
17/01/2021 11:41:04,56605,24999,269999,62,75167,41499,4232369485,65056
17/01/2021 13:15:36,-,24999,30000,17,27893,29900,6244732,2498
17/01/2021 14:58:14,55892,24999,269999,65,71866,37999,4102365366,64049
18/01/2021 14:52:46,56654,24000,254999,44,61964,35000,3431127786,58575
18/01/2021 17:22:27,56758,24000,254999,44,61964,35000,3431126947,58575
