,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:10:41,303840,286000,1088888,104,571355,470000,54511727537,233477
11/01/2021 13:44:34,303760,286000,1088888,113,560529,450000,54604750924,233676
11/01/2021 16:43:54,303349,286000,1088888,107,575793,460000,53265048130,230792
13/01/2021 00:43:15,300920,350000,1088888,89,606883,480000,52639764870,229433
13/01/2021 01:12:35,298728,360000,1088888,86,630521,552777,53576640439,231466
13/01/2021 02:04:35,298728,250000,1088888,119,538709,435000,57186395472,239136
13/01/2021 20:57:50,300523,250000,1088888,110,547737,449990,61655293547,248304
13/01/2021 23:19:25,300654,275000,888888,68,554018,450000,36105269964,190013
14/01/2021 01:39:37,300654,275000,1088888,83,627789,555555,55074706115,234680
14/01/2021 03:37:40,300654,275000,1088888,92,599105,455000,53065025485,230358
14/01/2021 08:41:20,300900,275000,1088888,92,598773,455000,53238726671,230735
14/01/2021 14:04:58,301102,340000,1088888,95,593443,450000,52030628463,228102
14/01/2021 20:53:42,304265,299999,749999,59,479763,435000,14250009240,119373
15/01/2021 00:47:53,304179,249999,1088888,110,550625,449990,56092525172,236838
15/01/2021 05:55:47,302323,199999,1088888,125,527198,400000,60574165712,246118
