,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:24:45,30,,,0,,,,
11/01/2021 13:58:12,30,,,0,,,,
11/01/2021 16:57:32,30,,,0,,,,
17/01/2021 01:08:20,30,,,0,,,,
17/01/2021 05:18:58,30,,,0,,,,
17/01/2021 09:06:01,30,,,0,,,,
17/01/2021 10:50:57,30,,,0,,,,
17/01/2021 12:27:41,30,,,0,,,,
17/01/2021 14:08:02,30,,,0,,,,
17/01/2021 15:36:49,30,,,0,,,,
17/01/2021 17:23:29,30,,,0,,,,
17/01/2021 17:55:44,30,,,0,,,,
18/01/2021 14:01:54,30,,,0,,,,
18/01/2021 16:33:02,30,,,0,,,,
18/01/2021 18:16:39,30,,,0,,,,
