,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:15:58,1032,990,1000,8,991,990,12,3
11/01/2021 13:49:19,1032,990,1000,8,991,990,12,3
11/01/2021 16:48:37,1032,990,1000,8,991,990,12,3
17/01/2021 05:08:32,1016,900,2500,5,1265,990,477613,691
17/01/2021 08:54:15,1016,900,2500,8,1316,1099,286317,535
17/01/2021 10:39:43,1016,900,2500,11,1319,1200,217804,466
17/01/2021 12:16:35,1016,900,2500,11,1319,1200,217804,466
17/01/2021 13:57:25,1016,900,2500,11,1319,1200,217804,466
17/01/2021 15:25:42,1016,900,2500,8,1322,1099,281256,530
17/01/2021 17:12:00,1023,900,1500,8,1172,999,74691,273
17/01/2021 17:43:51,1023,899,1500,8,1097,994,63562,252
18/01/2021 13:52:28,1025,900,999,4,969,990,2180,46
18/01/2021 16:22:55,1025,900,999,4,969,990,2180,46
18/01/2021 18:06:49,1025,899,999,5,955,990,2636,51
