,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:28:52,12728,14500,90000,65,33121,29999,197442064,14051
11/01/2021 14:02:16,13608,10000,90000,56,32731,29999,230688743,15188
11/01/2021 17:01:34,13533,13000,90000,53,33244,29999,218975982,14797
17/01/2021 01:13:38,14452,7000,50000,44,26688,29999,290116104,17032
17/01/2021 05:24:17,14227,7000,50000,41,25860,29999,253676187,15927
17/01/2021 09:11:51,14156,7000,50000,41,26787,29999,253060356,15907
17/01/2021 10:56:50,14204,7000,50000,41,27275,29999,261028917,16156
17/01/2021 12:33:15,13890,8000,50000,44,25781,29499,242635525,15576
17/01/2021 14:13:32,14105,7000,50000,44,25076,20999,265882645,16305
17/01/2021 15:42:27,14065,4000,50000,47,23784,12000,282284121,16801
17/01/2021 17:29:25,13946,8000,50000,29,31306,40000,269188016,16406
17/01/2021 18:01:42,13946,8000,50000,29,31306,40000,269188016,16406
18/01/2021 14:07:22,13962,7000,50000,44,22529,11500,276020786,16613
18/01/2021 16:38:12,13890,7000,50000,46,23658,12250,292526284,17103
18/01/2021 18:22:02,13890,6898,50000,50,22739,11500,285366917,16892
