,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:05:39,21318,14000,85000,8,37612,25499,880352457,29670
11/01/2021 13:39:41,21318,14000,85000,8,43424,25499,1030350835,32099
11/01/2021 16:39:00,21318,9999,110000,11,43278,22500,1379387487,37140
13/01/2021 00:36:54,20998,5000,110000,20,36264,22749,1091284057,33034
13/01/2021 01:06:21,20998,5000,110000,20,36264,22749,1091284057,33034
13/01/2021 01:58:09,20998,5000,110000,20,36264,22749,1091284057,33034
13/01/2021 20:51:04,20997,9999,110000,17,34429,28000,886990992,29782
13/01/2021 23:12:39,-,9999,19999,5,14199,14000,14199200,3768
14/01/2021 01:32:41,21388,9999,84900,14,33206,25499,584623271,24178
14/01/2021 03:31:15,21388,9999,84900,14,33206,25499,584623271,24178
14/01/2021 08:35:01,21388,9999,84900,14,29028,21499,497933600,22314
14/01/2021 13:58:58,21388,9999,84900,14,26835,18749,530771319,23038
14/01/2021 20:47:36,21260,9999,84900,17,28187,19999,587327095,24234
15/01/2021 00:41:57,21193,9999,84900,17,28629,19999,574989849,23978
15/01/2021 05:49:45,21134,9000,84900,17,24158,18999,472981692,21748
17/01/2021 02:21:17,21020,4000,84900,23,27299,19999,592812627,24347
17/01/2021 06:40:12,21020,4000,84900,23,25560,19999,525286461,22919
17/01/2021 10:24:21,20816,5000,84900,23,31104,20000,611332381,24725
17/01/2021 13:43:08,20804,4999,84900,23,27799,19999,533821800,23104
17/01/2021 16:56:52,20694,4999,84900,20,27869,19999,506034865,22495
18/01/2021 17:47:25,21059,4999,84900,17,26392,19999,500952178,22381
