,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:23:11,2464173,3299999,4950000,11,3921743,3888888,181742373630,426312
11/01/2021 13:56:31,2464173,3299999,4950000,11,3885379,3850000,174027345645,417165
11/01/2021 13:56:37,2464173,3299999,4950000,11,3885379,3850000,174027345645,417165
11/01/2021 16:55:49,2464173,3299999,4950000,11,3885379,3850000,174027345645,417165
11/01/2021 16:56:00,2464173,3299999,4950000,11,3885379,3850000,174027345645,417165
17/01/2021 05:16:53,2520858,1800000,5555555,14,3207330,3349999,1168820011091,1081119
17/01/2021 09:03:47,2520858,3200000,5555555,8,3945319,3774999,511854507134,715440
17/01/2021 10:48:45,2520858,1800000,5555555,14,3207330,3349999,1168820011091,1081119
17/01/2021 12:25:40,2520858,1800000,5555555,14,3207330,3349999,1168820011091,1081119
17/01/2021 14:06:05,2520858,1800000,5555555,14,3207330,3349999,1168820011091,1081119
17/01/2021 15:34:49,2520858,1800000,5555555,17,3250565,3499999,1106737005758,1052015
17/01/2021 17:21:27,2520858,1800000,5555555,17,3250565,3499999,1106737005758,1052015
17/01/2021 17:53:39,2520858,1800000,5555555,17,3250565,3499999,1106737005758,1052015
18/01/2021 14:00:07,2507135,2655555,5555555,11,3815918,3850000,554633885523,744737
18/01/2021 16:30:43,2507135,2655555,5555555,11,3711373,3699999,602522444614,776223
18/01/2021 16:30:58,2507135,2655555,5555555,11,3711373,3699999,602522444614,776223
18/01/2021 18:14:41,2507135,2655555,5555555,11,3711373,3699999,602522444614,776223
