,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:22:55,464924,149999,999999,41,515973,399999,126902017412,356233
11/01/2021 13:56:17,449182,181111,999999,26,664376,869450,111213245424,333486
11/01/2021 16:55:33,448702,150000,999999,32,571306,418401,127666896687,357305
17/01/2021 05:16:30,416768,200000,1234567,38,556000,449999,99805987432,315920
17/01/2021 09:03:02,414089,200000,1234567,38,586263,449999,96127497390,310044
17/01/2021 09:03:21,414089,200000,1234567,38,586263,449999,96127497390,310044
17/01/2021 10:47:51,414089,200000,1234567,41,543365,400000,94059611512,306691
17/01/2021 10:48:19,414089,200000,1234567,41,543365,400000,94059611512,306691
17/01/2021 12:24:49,414089,200000,1234567,41,543365,400000,94059611512,306691
17/01/2021 12:25:10,414089,200000,1234567,41,543365,400000,94059611512,306691
17/01/2021 14:05:20,413353,200000,1234567,44,537227,424999,110462996203,332359
17/01/2021 14:05:39,413353,200000,1234567,44,537227,424999,110462996203,332359
17/01/2021 15:34:04,413353,200000,1234567,44,537227,424999,110462996203,332359
17/01/2021 15:34:24,413353,200000,1234567,44,537227,424999,110462996203,332359
17/01/2021 17:20:38,412396,190000,1234567,41,518487,400000,107691881048,328164
17/01/2021 17:21:02,412396,190000,1234567,41,518487,400000,107691881048,328164
17/01/2021 17:52:45,412396,190000,1234567,41,518487,400000,107691881048,328164
17/01/2021 17:53:12,412396,190000,1234567,41,518487,400000,107691881048,328164
18/01/2021 13:59:47,399055,200000,1234567,32,624625,449999,104722049516,323607
18/01/2021 16:30:22,400064,200000,1234567,35,628228,449999,111555873339,333999
18/01/2021 18:14:18,399614,200000,1234567,35,648228,449999,115717056280,340172
