,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:08:12,30150,29000,95000,17,43529,38000,222013220,14900
11/01/2021 13:42:13,30300,29000,95000,14,43071,37500,265147285,16283
11/01/2021 16:41:32,30300,29000,95000,14,43071,37500,265147285,16283
13/01/2021 00:40:08,30248,29000,95000,14,42142,37000,249976813,15810
13/01/2021 01:09:36,30248,29000,95000,17,39882,37000,223109029,14936
13/01/2021 02:01:27,30248,29000,95000,17,39882,37000,223109029,14936
13/01/2021 20:54:20,30237,28500,95000,23,38891,37000,187998002,13711
13/01/2021 23:16:02,30237,28500,95000,23,38021,37000,187009780,13675
14/01/2021 01:36:04,30229,29000,49999,23,36521,37000,38623280,6214
14/01/2021 03:34:27,30229,29000,49999,23,36521,37000,38623280,6214
14/01/2021 08:38:08,30229,29000,49999,23,36521,37000,38623280,6214
14/01/2021 14:01:53,30229,28999,49999,23,35652,37000,33327363,5772
14/01/2021 20:50:39,30229,28999,54999,29,40172,37000,97926180,9895
15/01/2021 00:44:47,30218,29000,54999,29,41275,37000,96555574,9826
15/01/2021 05:52:43,30218,29000,54999,29,41275,37000,96555574,9826
17/01/2021 02:24:30,30058,24000,54999,20,33974,30000,106639539,10326
17/01/2021 06:43:34,30058,23000,55555,26,36386,31000,156303425,12502
17/01/2021 10:28:00,30027,23000,55555,26,37617,32000,161417407,12705
17/01/2021 12:05:09,30027,23000,55555,26,37617,32000,161417407,12705
17/01/2021 13:46:24,29995,24000,55555,23,36741,32000,145448625,12060
17/01/2021 17:00:20,29995,24000,55555,23,36741,32000,145448625,12060
18/01/2021 15:16:58,29942,15300,55555,29,33839,30000,154095052,12413
18/01/2021 17:50:28,30054,15300,49000,23,28512,29000,51750143,7193
