,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:25:47,39477,40000,40000,1,,,,
11/01/2021 13:59:12,39477,40000,40000,1,,,,
11/01/2021 16:58:31,39477,40000,40000,1,,,,
17/01/2021 01:09:57,39477,40000,40000,1,,,,
17/01/2021 05:20:35,39477,40000,40000,1,,,,
17/01/2021 09:07:47,39477,40000,40000,1,,,,
17/01/2021 10:52:46,39477,40000,40000,1,,,,
17/01/2021 12:29:19,39477,40000,40000,1,,,,
17/01/2021 14:09:40,39477,40000,40000,1,,,,
17/01/2021 15:38:25,39477,40000,40000,1,,,,
17/01/2021 17:25:09,39477,40000,40000,1,,,,
17/01/2021 17:57:28,39477,40000,40000,1,,,,
18/01/2021 14:03:23,39477,40000,40000,1,,,,
18/01/2021 16:34:25,39477,40000,40000,1,,,,
18/01/2021 18:18:08,39477,40000,40000,1,,,,
