,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 03:18:40,20000,20000,20000,1,,,,
11/01/2021 15:47:47,20000,20000,20000,1,,,,
11/01/2021 18:48:09,20000,20000,20000,1,,,,
