,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:11:04,612016,388888,1299012,8,679487,549000,104334438484,323008
11/01/2021 13:44:59,612016,388888,899999,4,534721,425000,60007558950,244964
11/01/2021 16:44:18,612016,388888,899999,4,534721,425000,60007558950,244964
13/01/2021 00:43:44,610069,450000,1299012,11,683909,499999,71449465015,267300
13/01/2021 01:13:03,610069,450000,1299012,11,683909,499999,71449465015,267300
13/01/2021 02:05:13,610069,450000,1299012,11,683909,499999,71449465015,267300
13/01/2021 20:58:28,610069,450000,1299012,14,648071,499999,62083925231,249166
13/01/2021 23:19:49,610069,450000,1299012,14,648071,499999,62083925231,249166
14/01/2021 01:40:07,610069,450000,1299012,14,648071,499999,62083925231,249166
14/01/2021 03:38:10,610069,450000,1299012,14,648071,499999,62083925231,249166
14/01/2021 08:41:50,610069,450000,1299012,14,648071,499999,62083925231,249166
14/01/2021 14:05:26,610069,450000,1299012,14,648071,499999,62083925231,249166
14/01/2021 20:54:02,610875,450000,1299012,11,593000,499999,71140545015,266721
15/01/2021 00:48:25,610875,469000,1299012,11,676545,499999,79715334196,282339
15/01/2021 05:56:26,610875,450000,1299012,17,656529,499999,71371285200,267154
