,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:31:39,200244,390000,499999,8,430469,423126,982517815,31345
11/01/2021 14:04:54,200244,390000,499999,8,430469,423126,982517815,31345
11/01/2021 17:04:15,200244,390000,499999,8,430469,423126,982517815,31345
17/01/2021 01:17:22,204954,419999,419999,1,,,,
17/01/2021 05:27:55,204954,419999,419999,1,,,,
17/01/2021 09:15:26,204954,419999,419999,1,,,,
17/01/2021 11:00:48,204954,419999,419999,1,,,,
17/01/2021 12:37:09,204954,419999,419999,1,,,,
17/01/2021 14:17:18,204954,419999,419999,1,,,,
17/01/2021 15:46:20,204954,419999,419999,1,,,,
17/01/2021 17:33:04,204954,419999,419999,1,,,,
17/01/2021 18:05:41,204954,419999,419999,1,,,,
18/01/2021 14:10:45,204954,419999,419999,1,,,,
18/01/2021 16:41:30,204954,419999,419999,1,,,,
18/01/2021 18:25:31,204954,419999,419999,1,,,,
