,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:30:57,178871,100000,700000,77,326554,280000,29404301413,171476
11/01/2021 14:04:17,180741,90000,700000,74,314248,252000,30598677573,174924
11/01/2021 17:03:37,179366,120000,700000,73,318005,259000,30027233099,173283
17/01/2021 01:16:29,160111,69999,700000,89,260417,219000,32441621511,180115
17/01/2021 05:26:59,159038,28000,700000,89,272305,220000,35080965339,187299
17/01/2021 09:14:53,157812,75000,80000,5,78999,79999,4998500,2235
17/01/2021 10:59:48,157441,79999,700000,86,262873,219500,31474322837,177410
17/01/2021 12:36:13,156927,79999,700000,86,276769,220000,35099624039,187348
17/01/2021 14:16:24,156672,69999,700000,86,269211,220000,33525362522,183099
17/01/2021 15:45:25,156672,69999,700000,83,263098,219000,32460132352,180166
17/01/2021 17:32:07,157763,66666,700000,83,254744,200000,33463593059,182930
17/01/2021 18:04:39,157857,69999,700000,82,268819,212500,37593259587,193889
18/01/2021 14:09:54,155942,65000,700000,77,219045,193999,19505343276,139661
18/01/2021 16:40:43,155263,65000,700000,77,230603,200000,21371957473,146191
18/01/2021 18:24:40,155263,49999,700000,77,223330,199999,20390422712,142795
