,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:34:17,2723507,2700000,75000000,29,11368705,3999888,424662261338558,20607335
11/01/2021 14:07:33,2722302,2400000,75000000,32,12794076,3999888,517310331052713,22744457
11/01/2021 17:06:52,2722302,1800000,75000000,35,11888898,3999888,480692802741831,21924707
17/01/2021 01:20:34,2701444,1900000,75000000,35,8876549,3111111,316222259089846,17782639
17/01/2021 05:31:17,2688638,2099999,75000000,29,10233593,3999888,372846470408850,19309232
17/01/2021 09:19:13,2685999,2300000,75000000,29,10240490,3999888,372731654938716,19306259
17/01/2021 11:04:32,2684268,2300000,75000000,32,11788226,3944388,473207404680294,21753330
17/01/2021 12:40:43,2681499,2299999,75000000,32,8652288,3111111,327447913771189,18095521
17/01/2021 14:20:43,2680363,2000000,75000000,38,8375611,2950000,293604852462752,17134901
17/01/2021 15:49:49,2680363,2000000,75000000,38,8357216,2950000,293824637472679,17141313
17/01/2021 17:36:40,2665609,2099999,75000000,32,9511694,3499999,341975272629758,18492573
17/01/2021 18:09:22,2665609,2000000,75000000,32,9502319,3499999,342117666313024,18496423
18/01/2021 14:13:49,2629256,2485000,75000000,29,12802525,3999888,512636244981935,22641471
18/01/2021 16:44:38,2629256,2100000,75000000,29,9297387,3888888,357995350487728,18920765
18/01/2021 18:28:38,2628240,2100000,75000000,29,10268766,3999888,372345799103713,19296263
