,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:25:25,9491,1500,3000,4,2125,2000,395833,629
11/01/2021 13:58:49,9491,1500,3000,4,2125,2000,395833,629
11/01/2021 16:58:09,9491,1500,3000,4,2125,2000,395833,629
17/01/2021 01:09:19,9462,666,2000,4,1541,1750,396222,629
17/01/2021 05:19:58,9462,666,2000,4,1541,1750,396222,629
17/01/2021 09:07:07,9462,666,2000,4,1541,1750,396222,629
17/01/2021 10:52:05,9462,666,2000,4,1541,1750,396222,629
17/01/2021 12:28:40,9462,666,2000,4,1541,1750,396222,629
17/01/2021 14:09:02,9462,666,2000,4,1541,1750,396222,629
17/01/2021 15:37:47,9462,666,2000,4,1541,1750,396222,629
17/01/2021 17:24:28,9462,666,2000,4,1541,1750,396222,629
17/01/2021 17:56:44,9462,666,2000,4,1541,1750,396222,629
18/01/2021 14:02:46,9462,666,2000,4,1541,1750,396222,629
18/01/2021 16:33:51,9462,666,2000,4,1541,1750,396222,629
18/01/2021 18:17:31,9462,666,2000,4,1541,1750,396222,629
