,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:22:17,346478,217500,269999,2,243749,243749,1378072500,37122
11/01/2021 13:55:39,346478,217500,269999,2,243749,243749,1378072500,37122
11/01/2021 16:54:56,346478,217500,269999,2,243749,243749,1378072500,37122
17/01/2021 05:15:00,346478,205000,217500,2,211250,211250,78125000,8838
17/01/2021 09:01:29,346478,205000,217500,2,211250,211250,78125000,8838
17/01/2021 10:46:24,346478,205000,217500,2,211250,211250,78125000,8838
17/01/2021 12:23:13,346478,205000,217500,2,211250,211250,78125000,8838
17/01/2021 14:03:51,346478,205000,217500,2,211250,211250,78125000,8838
17/01/2021 15:32:30,346478,204999,205000,2,204999,204999,0,0
17/01/2021 17:19:00,346478,204999,205000,2,204999,204999,0,0
17/01/2021 17:51:02,346478,204999,205000,2,204999,204999,0,0
18/01/2021 13:58:21,346478,199999,205000,2,202499,202499,12505000,3536
18/01/2021 16:28:57,346478,199999,205000,2,202499,202499,12505000,3536
18/01/2021 18:12:48,346478,199999,205000,2,202499,202499,12505000,3536
