,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:34:53,6616900,7000000,159999012,11,22163187,8500000,2090931318593493,45726702
11/01/2021 14:08:08,6616900,7000000,159999012,16,17536566,7600000,1444201176349535,38002646
11/01/2021 17:07:29,6616900,7000000,159999012,16,17536566,7600000,1444201176349535,38002646
17/01/2021 01:21:17,6638603,6699999,159999012,28,22356803,7500000,1837570242172972,42866889
17/01/2021 01:21:30,6638603,6699999,159999012,26,18499672,7500000,1455455111388094,38150427
17/01/2021 05:31:56,6638603,5500000,159999012,35,19061631,7449999,1503980399985453,38781186
17/01/2021 05:32:11,6638603,5500000,159999012,35,19061631,7449999,1503980399985453,38781186
17/01/2021 09:19:55,6638603,5500000,159999012,35,15361631,7400000,1099952828285453,33165536
17/01/2021 09:20:13,6638603,5500000,159999012,35,15361631,7400000,1099952828285453,33165536
17/01/2021 11:05:15,6633498,5500000,159999012,35,19061631,7449999,1503980399985453,38781186
17/01/2021 11:05:31,6633498,5500000,159999012,35,19061631,7449999,1503980399985453,38781186
17/01/2021 12:41:26,6633498,5500000,159999012,35,18928802,7400000,1506820351300347,38817783
17/01/2021 12:41:42,6633498,5500000,159999012,35,18928802,7400000,1506820351300347,38817783
17/01/2021 14:21:25,6633498,5500000,159999012,37,18273191,7400000,1430839003348751,37826432
17/01/2021 14:21:42,6633498,5500000,159999012,37,18273191,7400000,1430839003348751,37826432
17/01/2021 15:50:29,6633498,5500000,159999012,34,15416414,7150000,1133747453737411,33671166
17/01/2021 15:50:45,6633498,5500000,159999012,34,15416414,7150000,1133747453737411,33671166
17/01/2021 17:37:20,6626621,5500000,159999012,37,18300218,7400000,1430267519730132,37818877
17/01/2021 17:37:38,6626621,5500000,159999012,37,18300218,7400000,1430267519730132,37818877
17/01/2021 18:10:02,6626621,5500000,159999012,37,18300218,7400000,1430267519730132,37818877
17/01/2021 18:10:20,6626621,5500000,159999012,37,18300218,7400000,1430267519730132,37818877
18/01/2021 14:14:23,6602150,5500000,159999012,35,15218802,7300000,1101768705772629,33192901
18/01/2021 14:14:37,6602150,5500000,159999012,35,15218802,7300000,1101768705772629,33192901
18/01/2021 16:45:13,6598552,5500000,159999012,35,15323088,7400000,1100127070711145,33168163
18/01/2021 16:45:27,6598552,5500000,159999012,35,15323088,7400000,1100127070711145,33168163
18/01/2021 18:29:11,6598552,5500000,159999012,35,15323088,7400000,1100127070711145,33168163
18/01/2021 18:29:25,6598552,5500000,159999012,35,15323088,7400000,1100127070711145,33168163
