,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:40:06,8574,6666,13000,41,9527,9999,4453417,2110
11/01/2021 14:12:37,8574,6666,13000,41,9505,9999,4323087,2079
11/01/2021 17:12:02,8574,6666,13000,41,9505,9999,4323087,2079
17/01/2021 01:42:51,8457,8855,10000,3,9251,8900,420508,648
17/01/2021 09:43:35,8457,8855,10000,2,9427,9427,655512,809
17/01/2021 11:28:04,8457,8855,10000,2,9427,9427,655512,809
17/01/2021 13:05:58,8457,8855,10000,2,9427,9427,655512,809
17/01/2021 14:45:15,8457,7999,10000,5,8590,8100,749246,865
18/01/2021 14:35:57,8439,7999,10000,8,8726,8855,465063,681
18/01/2021 17:06:44,8439,7999,10000,8,8726,8855,465063,681
