,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:24:38,1001,1500,1500,1,,,,
11/01/2021 13:58:04,1001,1500,1500,1,,,,
11/01/2021 16:57:24,1001,1500,1500,1,,,,
17/01/2021 01:08:11,1001,1500,1500,1,,,,
17/01/2021 05:18:49,1001,1500,1500,1,,,,
17/01/2021 09:05:51,1001,1500,1500,1,,,,
17/01/2021 10:50:47,1001,1500,1500,1,,,,
18/01/2021 14:01:50,1001,2000,2000,1,,,,
18/01/2021 16:32:57,1001,2000,2000,1,,,,
18/01/2021 18:16:34,1001,2000,2000,1,,,,
