,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:21:33,155849,599000,599000,1,,,,
11/01/2021 13:54:56,155849,599000,599000,1,,,,
11/01/2021 16:54:15,155849,400000,400000,1,,,,
17/01/2021 05:15:34,155849,590000,590000,1,,,,
17/01/2021 09:02:00,155849,590000,590000,1,,,,
17/01/2021 10:46:55,155849,590000,590000,1,,,,
17/01/2021 12:23:45,155849,590000,590000,1,,,,
17/01/2021 14:04:21,155849,590000,590000,1,,,,
17/01/2021 15:33:03,155849,590000,590000,1,,,,
17/01/2021 17:19:34,155849,590000,590000,1,,,,
17/01/2021 17:51:39,155849,590000,590000,1,,,,
18/01/2021 13:58:53,155849,590000,590000,1,,,,
18/01/2021 16:29:28,155849,590000,590000,1,,,,
18/01/2021 18:13:18,155849,590000,590000,1,,,,
