,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:31:17,145609,49998,499999,20,149078,79999,20562220154,143395
11/01/2021 14:04:34,145443,49999,499999,14,121749,79999,13326761384,115441
11/01/2021 17:03:55,145443,49999,499999,14,121749,79999,13326761384,115441
17/01/2021 01:16:57,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 05:27:29,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 09:14:59,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 11:00:20,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 12:36:43,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 14:16:53,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 15:45:54,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 17:32:38,140975,59999,729999,11,170363,120000,36250382963,190395
17/01/2021 18:05:15,140975,59999,729999,11,163898,85000,36999718552,192353
18/01/2021 14:10:19,140876,19999,729999,14,138301,80000,30173427547,173705
18/01/2021 16:41:06,140603,19999,729999,14,161872,82500,34592094800,185989
18/01/2021 18:25:06,140603,19999,729999,14,156944,80500,35058198140,187238
