,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:52:12,1025481,100000,17888888,35,1111752,350000,8837101764375,2972726
11/01/2021 14:24:50,1005881,100000,39999012,29,3147383,350000,70355378039823,8387811
11/01/2021 17:24:17,1005881,100000,39999012,29,3664318,340000,77008459834818,8775446
17/01/2021 01:51:59,1082353,100000,24999999,26,4325679,559500,55621683147642,7457994
17/01/2021 09:56:45,1075352,100000,24999999,23,4102941,600000,53792094898057,7334309
17/01/2021 11:40:32,1075352,100000,24999999,23,4100767,600000,53809353333037,7335485
17/01/2021 13:15:03,1075352,100000,24999999,23,3412361,600000,45422339464810,6739609
17/01/2021 14:57:47,1075352,100000,24999999,23,3412361,600000,45422339464810,6739609
18/01/2021 14:52:04,1065244,100000,24999999,20,4658832,1224000,59790484381111,7732430
18/01/2021 17:21:47,1065244,100000,24999999,20,3868832,1175000,50915597375971,7135516
