,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:23:45,2115578,3850000,4000000,2,3925000,3925000,11250000000,106066
11/01/2021 13:57:11,2115578,3850000,4000000,2,3925000,3925000,11250000000,106066
11/01/2021 16:56:35,2115578,3850000,4000000,2,3925000,3925000,11250000000,106066
17/01/2021 05:17:25,2182005,2199990,6666666,20,3623951,3374999,1991188658775,1411094
17/01/2021 09:04:19,2182005,2199990,6666666,20,3623951,3374999,1991188658775,1411094
17/01/2021 10:49:18,2182005,2199990,6666666,20,3623951,3374999,1991188658775,1411094
17/01/2021 12:26:17,2182005,2100000,6666666,20,3541451,2900616,2105420946407,1451006
17/01/2021 14:06:36,2181637,2190000,6666666,20,3405999,2757687,2055775295190,1433797
17/01/2021 15:35:23,2181637,2190000,6666666,23,3635578,2999999,2286818481262,1512223
17/01/2021 17:22:02,2181308,2199990,6666666,20,3551415,2900616,2094937788573,1447389
17/01/2021 17:54:14,2181308,2199990,6666666,20,3551415,2900616,2094937788573,1447389
18/01/2021 14:00:34,2179542,1999999,6666666,23,3587462,2999999,2353682667120,1534171
18/01/2021 16:31:40,2179542,1999999,6666666,23,3587462,2999999,2353682667120,1534171
18/01/2021 18:15:23,2178737,2150000,6666666,20,3450631,2900616,2021641254095,1421844
