,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:38:45,82854,200000,250000,3,231666,245000,758333333,27537
11/01/2021 14:11:21,82854,190000,250000,4,221250,222500,939583333,30652
11/01/2021 17:10:45,82854,190000,250000,4,221250,222500,939583333,30652
17/01/2021 01:41:57,83656,179999,245000,3,204999,190000,1225025000,35000
17/01/2021 09:41:50,83656,179999,245000,3,204999,190000,1225025000,35000
17/01/2021 11:26:15,84380,179999,190000,2,184999,184999,50010000,7071
17/01/2021 13:04:07,84380,179999,190000,2,184999,184999,50010000,7071
17/01/2021 14:43:26,84380,179999,190000,2,184999,184999,50010000,7071
18/01/2021 14:34:20,84380,150000,190000,3,173333,179999,433326667,20816
18/01/2021 17:05:06,84380,150000,190000,3,173333,179999,433326667,20816
