,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 03:21:58,17974,32000,32000,1,,,,
11/01/2021 15:51:09,17974,32000,32000,1,,,,
11/01/2021 18:51:35,17974,32000,32000,1,,,,
