,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:01:05,1446986,1450000,2444444,14,1763412,1624999,102025611072,319414
11/01/2021 13:35:05,1447710,1450000,2444444,14,1846745,1899999,105700801768,325116
11/01/2021 16:34:26,1447710,1450000,2444444,14,1846745,1899999,105700801768,325116
13/01/2021 00:30:39,1442978,1050000,2500000,17,1629182,1450000,207318123856,455322
13/01/2021 01:00:02,1442978,1050000,2500000,20,1690360,1475000,225932138449,475323
13/01/2021 01:51:46,1441216,1100000,2500000,17,1652385,1450000,187913401751,433489
13/01/2021 20:44:59,1435599,1000000,2800000,17,1667548,1650000,231760076468,481414
13/01/2021 23:06:09,1434094,1000000,2800000,17,1720489,1666666,215557905880,464282
14/01/2021 01:26:36,1433045,1000000,2800000,17,1796960,1777777,230390064704,479989
14/01/2021 03:25:13,1433045,1000000,2800000,17,1796960,1777777,230390064704,479989
14/01/2021 08:28:58,1433045,1000000,2800000,17,1796960,1777777,230390064704,479989
