,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 00:59:06,16979,14444,75000,19,19210,14999,189166193,13753
11/01/2021 13:33:06,16968,14444,75000,19,19502,14999,187848609,13705
11/01/2021 16:32:29,16981,14444,75000,16,19596,14721,225225021,15007
13/01/2021 00:28:02,16959,10000,35000,20,16621,14444,27077403,5203
13/01/2021 00:57:26,16959,10000,35000,20,16621,14444,27077403,5203
13/01/2021 01:49:10,16959,10000,35000,20,16621,14444,27077403,5203
13/01/2021 20:42:19,16883,10000,35000,23,16410,14444,28150861,5305
13/01/2021 23:03:20,16883,14999,35000,8,19749,17500,47646000,6902
14/01/2021 01:23:47,16852,10000,35000,20,16221,14444,27432603,5237
14/01/2021 03:22:31,16852,10000,35000,20,16221,14444,27432603,5237
14/01/2021 08:26:12,16852,10000,35000,20,16221,14444,27432603,5237
14/01/2021 13:50:45,16852,10000,35000,20,16221,14444,27432603,5237
14/01/2021 20:38:54,16730,14444,35000,11,19080,15000,39545139,6288
15/01/2021 00:33:37,16730,14000,35000,11,18262,14999,39854214,6313
15/01/2021 05:41:19,16708,14444,35000,8,19055,14999,51106991,7148
