,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 03:11:38,25000,1000000,1000000,1,,,,
11/01/2021 15:40:47,25000,1000000,1000000,1,,,,
11/01/2021 18:41:10,25000,1000000,1000000,1,,,,
