,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:53:29,41267,45000,65000,4,57499,59999,74998333,8660
11/01/2021 14:26:02,41472,59999,59999,1,,,,
11/01/2021 17:25:31,41472,59999,59999,1,,,,
17/01/2021 01:53:41,46440,48888,248999,17,64639,48999,2310458824,48067
17/01/2021 09:58:26,46440,48888,248999,17,65522,48999,2314994449,48114
17/01/2021 11:42:10,46440,48888,70000,14,51419,48999,37079279,6089
17/01/2021 13:16:29,46440,48888,248999,17,65522,48999,2314994449,48114
17/01/2021 14:59:17,46440,48888,248999,17,64345,48999,2327329302,48242
18/01/2021 14:53:43,47293,42000,75000,20,53232,48999,78693833,8870
18/01/2021 17:23:19,47293,42000,75000,20,53232,48999,78693833,8870
