,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:06:53,7559,5000,14000,14,11614,13900,11273626,3357
11/01/2021 13:40:56,7559,5000,14000,14,10614,10950,12596703,3549
11/01/2021 16:40:16,7559,5000,14000,14,10614,10950,12596703,3549
13/01/2021 00:38:32,7610,4500,80000,17,14976,13900,293658161,17136
13/01/2021 01:08:01,7610,4500,80000,17,14976,13900,293658161,17136
13/01/2021 01:59:51,7610,4500,80000,17,14976,13900,293658161,17136
13/01/2021 20:52:56,7743,7500,80000,14,16507,13900,342729945,18512
13/01/2021 23:14:39,7743,7500,80000,14,16507,13900,342729945,18512
14/01/2021 01:34:40,7743,7500,80000,14,16507,13900,342729945,18512
14/01/2021 03:33:07,7743,7499,80000,14,16042,13900,348256259,18661
14/01/2021 08:36:54,7743,7499,80000,14,16042,13900,348256259,18661
14/01/2021 14:00:42,7743,7499,80000,14,16042,13900,348256259,18661
14/01/2021 20:49:26,7743,7499,80000,14,16042,13900,348256259,18661
15/01/2021 00:43:21,7743,6500,80000,17,14388,8000,296543214,17220
15/01/2021 05:51:16,7743,6500,80000,17,14388,8000,296543214,17220
