,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:31:54,990125,350000,29999012,44,3547163,925000,55097080336941,7422740
11/01/2021 14:05:10,983533,380000,29999012,44,3548493,875000,55082130494436,7421733
11/01/2021 17:04:30,983533,380000,29999012,44,3548493,875000,55082130494436,7421733
17/01/2021 01:17:33,983915,500000,29999012,44,2759201,965000,41758941491379,6462115
17/01/2021 05:28:05,982552,500000,29999012,41,2304265,950000,33009873918604,5745421
17/01/2021 09:15:38,979721,500000,29999012,41,2304289,950000,33009798754939,5745415
17/01/2021 11:00:59,979721,500000,29999012,44,2755133,965000,41776994258002,6463512
17/01/2021 12:37:20,979721,500000,29999012,44,2217633,947500,30844516333241,5553783
17/01/2021 14:17:29,978318,500000,29999012,44,2753618,965000,41783571170132,6464021
17/01/2021 15:46:31,978970,500000,29999012,41,2308761,950000,33017107023852,5746051
17/01/2021 17:33:15,975803,500000,29999012,41,2888029,980000,44627574825609,6680387
17/01/2021 18:05:54,976410,500000,29999012,41,2302392,945000,33034405823336,5747556
18/01/2021 14:10:56,958702,499999,29999012,35,2539225,980000,38427512071950,6198992
18/01/2021 16:41:41,956608,499999,29999012,41,2360720,950000,33062367096253,5749988
18/01/2021 18:25:41,951485,499999,29999012,38,2501771,989999,35463819647149,5955150
