,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:59:28,2667,3000,15950,4,8575,7675,36400833,6033
11/01/2021 14:31:39,2667,3000,15999,5,10059,11000,38323780,6190
11/01/2021 17:31:19,2667,3000,15999,5,10059,11000,38323780,6190
17/01/2021 02:02:05,2738,598,23999,26,5649,1000,73869213,8594
17/01/2021 10:02:34,2730,598,23999,23,4410,1000,56386386,7509
17/01/2021 11:50:54,2741,598,23999,23,5159,1000,70205101,8378
17/01/2021 13:25:35,2741,598,23999,23,5159,1000,70205101,8378
17/01/2021 15:07:56,2741,598,23999,23,5159,1000,70205101,8378
18/01/2021 15:01:28,2974,400,8000,20,1424,700,3186389,1785
18/01/2021 17:30:38,2974,400,8000,20,1424,700,3186389,1785
