,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:43:42,226127,600000,1200000,17,959542,899999,43508197939,208586
11/01/2021 02:16:15,4090,2000,2000,-,-
11/01/2021 14:16:06,226127,600000,1200000,17,959542,899999,43508197939,208586
11/01/2021 14:47:30,4090,2000,2000,-,-
11/01/2021 17:15:29,226127,600000,1200000,17,959542,899999,43508197939,208586
11/01/2021 17:47:19,4090,1555,2000,15555,-
13/01/2021 12:15:02,4090,1555,-,15555,-
13/01/2021 13:02:21,4090,1555,-,15555,-
13/01/2021 14:51:09,4090,1555,-,15555,-
13/01/2021 17:27:36,4090,1555,-,15555,-
13/01/2021 18:34:53,4090,1555,-,15555,-
13/01/2021 19:48:50,4090,1555,-,15555,-
13/01/2021 22:14:01,4090,1555,-,15555,-
14/01/2021 00:30:29,4080,1555,1895,15555,-
14/01/2021 02:31:32,4080,1555,1895,15555,-
14/01/2021 07:35:04,4080,1555,1895,15555,-
14/01/2021 13:00:04,4080,1555,1895,15555,-
14/01/2021 16:10:18,4080,1895,1895,-,-
14/01/2021 19:44:42,4080,1895,1895,-,-
14/01/2021 23:40:26,4080,1895,1895,22222,-
15/01/2021 02:37:58,4080,1895,1895,22222,-
15/01/2021 04:48:47,4080,1895,1895,22222,-
16/01/2021 04:48:58,4080,1895,1895,22222,-
16/01/2021 05:52:00,4080,1895,1895,22222,-
16/01/2021 06:54:39,4080,1895,1895,22222,-
16/01/2021 07:58:10,4080,1895,1895,22222,-
16/01/2021 09:02:12,4080,1895,1895,22222,-
16/01/2021 10:05:16,4080,1895,1895,22222,-
16/01/2021 11:09:57,4080,1895,1895,22222,-
16/01/2021 15:30:32,4080,999,999,15555,-
16/01/2021 16:36:41,4080,997,997,15555,-
16/01/2021 18:38:18,4080,995,995,15555,-
16/01/2021 19:47:40,4080,995,995,15555,-
16/01/2021 20:58:00,4080,995,995,15555,-
16/01/2021 22:14:40,4080,995,995,15555,-
16/01/2021 23:25:55,4080,995,995,15555,-
17/01/2021 01:18:01,4080,995,995,15555,-
17/01/2021 02:12:37,4080,995,995,15555,-
17/01/2021 03:06:00,4080,995,995,15555,-
17/01/2021 03:58:41,4080,995,995,15555,-
17/01/2021 04:53:02,4080,995,995,15555,-
17/01/2021 05:45:29,4080,995,995,15555,-
17/01/2021 06:37:11,4080,995,995,15555,-
17/01/2021 07:29:29,4080,995,995,15555,-
17/01/2021 09:14:14,4080,995,995,15555,-
17/01/2021 09:47:25,245542,275000,1200000,14,697896,824999,137051285542,370204
17/01/2021 10:07:23,4080,995,995,15555,-
17/01/2021 11:32:24,245786,275000,1200000,14,697896,824999,137051285542,370204
17/01/2021 12:22:53,4080,990,990,15555,-
17/01/2021 13:16:29,4080,990,990,15555,-
17/01/2021 13:10:19,245786,275000,1200000,14,697896,824999,137051285542,370204
17/01/2021 14:10:28,4080,990,990,15555,-
17/01/2021 14:49:27,245786,275000,1200000,14,697896,824999,137051285542,370204
17/01/2021 15:03:40,4080,990,990,15555,-
17/01/2021 15:58:02,4080,990,990,15555,-
18/01/2021 14:39:48,259515,300000,1200000,14,716428,833333,111554333260,333997
18/01/2021 17:10:30,259515,300000,1200000,20,861499,874999,128017981298,357796
