,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:26:15,265070,60000,60000,2,60000,60000,0,0
11/01/2021 13:59:44,265070,55000,60000,3,58333,60000,8333333,2886
11/01/2021 16:59:03,265070,55000,60000,3,58333,60000,8333333,2886
17/01/2021 01:10:38,263190,55000,60000,2,57500,57500,12500000,3535
17/01/2021 05:21:17,263190,55000,60000,2,57500,57500,12500000,3535
17/01/2021 09:08:33,263190,55000,60000,2,57500,57500,12500000,3535
17/01/2021 10:53:32,263190,55000,60000,2,57500,57500,12500000,3535
17/01/2021 12:30:05,262279,55000,55000,1,,,,
17/01/2021 14:10:23,262279,55000,55000,1,,,,
17/01/2021 15:39:07,262279,55000,55000,1,,,,
17/01/2021 17:25:53,262279,55000,55000,1,,,,
17/01/2021 17:58:13,262279,55000,55000,1,,,,
18/01/2021 14:04:09,262279,55000,250000,2,152500,152500,19012500000,137885
18/01/2021 16:35:09,262279,55000,250000,2,152500,152500,19012500000,137885
18/01/2021 18:18:53,262279,55000,250000,2,152500,152500,19012500000,137885
