,average_sold_price,min_selling_price,max_selling_price,number_on_sell,mean,median,variance,stdev
11/01/2021 01:11:22,85638,28999,16666666,68,360790,58500,4065968439107,2016424
11/01/2021 13:45:16,84861,29000,16666666,74,330346,56999,3741264409726,1934234
11/01/2021 16:44:35,83397,30000,16666666,68,356864,57500,4067501127690,2016804
13/01/2021 00:44:07,77754,47998,16666666,56,441866,70000,4937439081335,2222034
13/01/2021 01:13:26,77754,47998,16666666,56,441866,70000,4937439081335,2222034
13/01/2021 02:05:36,77754,47998,16666666,56,441866,70000,4937439081335,2222034
13/01/2021 20:58:54,75408,54333,16666666,44,522701,89999,6255911710742,2501182
13/01/2021 23:20:15,75408,54000,16666666,46,506149,89999,5984376807376,2446298
14/01/2021 01:40:37,75408,54000,16666666,46,506149,89999,5984376807376,2446298
14/01/2021 03:38:35,75408,51000,16666666,65,390828,59000,4260002150436,2063977
14/01/2021 08:42:14,74652,51000,16666666,56,410658,59500,4926257015306,2219517
14/01/2021 14:05:49,74440,50000,16666666,56,424908,70000,4927220932552,2219734
14/01/2021 20:54:27,73615,42000,16666666,80,324235,55000,3470188143533,1862844
15/01/2021 00:48:45,-,39000,16666666,83,313926,54999,3346099027065,1829234
15/01/2021 05:56:46,72953,39000,16666666,74,317282,54166,3729726369716,1931249
